FID	IID	SEX	AGE
6193	5752	1	55
6194	5753	2	63
6195	5754	2	43
6196	5755	2	20
6197	5756	1	-9
6198	5757	2	24
6199	5758	2	63
6200	5759	2	49
6201	5760	2	38
6202	5761	2	22
6203	5762	2	68
6204	5763	1	32
6205	5764	2	-9
6206	5765	1	39
6207	5766	1	48
6208	5767	1	41
6209	5768	2	52
6210	5769	2	47
6211	5770	2	53
6212	5771	2	53
6213	5772	1	32
6214	5773	2	24
6215	5774	1	56
6216	5775	1	47
6217	5776	2	38
6218	5777	2	67
6219	5778	1	67
6220	5779	1	72
6221	5780	2	46
6222	5781	1	36
6223	5782	2	28
6224	5783	2	21
6225	5784	2	63
6226	5785	1	40
6227	5786	1	31
6228	5787	2	25
6229	5788	2	22
6230	5789	1	59
6231	5790	1	21
6232	5791	2	35
6233	5792	2	25
6234	5793	1	64
6235	5794	1	24
6236	5795	1	61
6237	5796	1	50
6238	5797	2	-9
6239	5798	1	34
6240	5799	2	69
6241	5800	1	25
6242	5801	2	70
6243	5802	2	58
6244	5803	1	33
6245	5804	1	41
6246	5805	1	50
6247	5806	2	23
6248	5807	2	59
6249	5808	1	40
6250	5809	1	24
6251	5810	2	52
6252	5811	2	67
6253	5812	1	29
6254	5813	2	43
6255	5814	1	50
6256	5815	2	22
6257	5816	1	62
6258	5817	1	57
6259	5818	2	32
6260	5819	1	55
6261	5820	2	63
6262	5821	2	52
6263	5822	1	25
6266	5823	1	28
6267	5824	2	66
6268	5825	1	71
6269	5826	2	28
6272	5827	1	51
6273	5828	1	32
6274	5829	1	22
6275	5830	2	24
6276	5831	1	45
6278	5832	2	30
6279	5833	1	28
6280	5834	2	41
6281	5835	2	66
6283	5836	2	36
6284	5837	2	27
6285	5838	1	54
6286	5839	1	21
6287	5840	2	27
6288	5841	2	20
6289	5842	1	53
6290	5843	2	45
6291	5844	2	43
6292	5845	2	36
6293	5846	2	-9
6294	5847	1	40
6295	5848	2	43
6296	5849	1	69
6297	5850	2	31
6298	5851	2	44
6299	5852	2	46
6300	5853	2	57
6301	5854	1	64
6302	5855	2	32
6303	5856	2	41
6304	5857	1	27
6305	5858	2	52
6306	5859	1	37
6307	5860	1	44
6308	5861	1	42
6309	5862	1	29
6310	5863	1	48
6311	5864	2	36
6312	5865	2	53
6313	5866	2	62
6314	5867	2	29
6315	5868	1	22
6316	5869	1	58
6317	5870	1	-9
6318	5871	1	61
6319	5872	1	22
6320	5873	2	72
6321	5874	2	29
6322	5875	1	62
6323	5876	1	29
6324	5877	1	56
6325	5878	2	63
6326	5879	1	69
6327	5880	1	66
6328	5881	2	71
6329	5882	2	37
6330	5883	2	43
6331	5884	1	51
6332	5885	2	73
6333	5886	1	35
6334	5887	2	33
6335	5888	1	22
